author,affiliation
"alnowaiser, reema",Information Systems Department
"alnassar, manar",Information Systems Department
"almutairi, ebtihal",Information Systems Department
"bin suwaidan, duna",Information Systems Department
"alahmari, leena saad",Family Medical & Polyclin Department
"sattar, kamran",Medical Education Department
"ahmad, tauseef",Medical Education Department
"feeley, elizabeth",Medical Education Department
"khalil, mahmoud salah",Medical Education Department
"soliman, mona",Medical Education Department
"almarhoon, hala a.",Pediatric Dental & Orthodontics Department
"almoammar, khalid a.",Pediatric Dental & Orthodontics Department
"alqahtani, nasser",Pediatric Dental & Orthodontics Department
"albarakati, sahar f.",Pediatric Dental & Orthodontics Department
"alshebeili, s. a.",Electrical & Electrical Engineering Department
"khalid, muhammad imran",Electrical Engineering Department
"alshebeili, saleh a.",Electrical Engineering Department
"aldosari, saeed a.",Electrical Engineering Department
"hossain, m. shamim",Research Chair Pervas & Mobile Computer
"hossain, m. shamim",Software Engineering Department
"hossain, m. shamim",Software Engineering Department
"tolba, amr",Computer Science Department
"baghdadi, leena r.",Dept Family & Community Med
"aloumi, maryam",Information Technololgy Department
"alghamdi, khulood",It Department
"khan, yasin",Electrical Engineering Department
"ahmad, irfan",Electrical Engineering Department
"saeb, amr t. m.",Strategic Center Diabetes Research
"al-sheddi, ebtesam s.",Pharmacognosy Department
"farshori, nida n.",Pharmacognosy Department
"al-oqail, mai m.",Pharmacognosy Department
"al-massarani, shaza m.",Pharmacognosy Department
"saquib, quaiser",Zoology Department
"wahab, rizwan",Zoology Department
"musarrat, javed",Zoology Department
"al-khedhairy, abdulaziz a.",Zoology Department
"siddiqui, maqsood a.",Zoology Department
"saquib, quaiser",Zoology Department
"wahab, rizwan",Zoology Department
"musarrat, javed",Zoology Department
"siddiqui, maqsood a.",Zoology Department
"albarrati, ali m.",Rehabilitation Health Science Department
"alghamdi, mansour saleh m.",Rehabilitation Health Science Department
"nazer, rakan i.",Cardiac Science Department
"duraipandiyan, veeramuthu",Botany & Microbiology Department
"al-dhabi, naif abdullah",Botany & Microbiology Department
"alshehri, mansoor h.",Mathematics Department
"amr, abd el-galil e.",Pharmaceutical Chemistry Department
"al-omar, mohamed a.",Pharmaceutical Chemistry Department
"elsayed, elsayed a.",Bioproducts Research Department
"khan, farrukh aslam",Excellence Information Assurance Center
"al-yahya, maha",Information Technololgy Department
"alharbi, naiyf s.",Botany & Microbiology Department
"kadaikunnan, shine",Botany & Microbiology Department
"khaled, jamal m.",Botany & Microbiology Department
"almanaa, taghreed n.",Botany & Microbiology Department
"al-anbr, mohammed n.",Botany & Microbiology Department
"al-razgan, muna",Information Technololgy Department
"alasmari, abdullah f.",Pharmacology & Toxicology Department
"alshammari, musaad a.",Pharmacology & Toxicology Department
"alasmari, abdullah f.",Pharmacology & Toxicology Department
"al-anazi, wael a.",Pharmacology & Toxicology Department
"alhazzani, khalid",Pharmacology & Toxicology Department
"mahmoud, amr salah",Information Systems Department
"al-dossari, hmood",Information Systems Department
"khan, muhammad khurram",Excellence Information Assurance Center
"simos, t. e.",Mathematics Department
"alqahtani, badr",Mathematics Department
"bin jebreen, haifa",Mathematics Department
"al-qurainy, fahad",Botany & Microbiology Department
"khan, salim",Botany & Microbiology Department
"nadeem, mohammad",Botany & Microbiology Department
"gaafar, abdel-rhman z.",Botany & Microbiology Department
"tarroum, mohamed",Botany & Microbiology Department
"al-qattan, mohammad m.",Plastic Surgery Division
"alqahtani, abdulhadi",Plastic Surgery Division
"al-zahrani, adnan",Plastic Surgery Division
"gelidan, adnan g.",Plastic Surgery Division
"alhazmi, hamdan",Surgery Department
"traby, m.",Surgery Department
"al-yami, f.",Surgery Department
"kattan, a. e.",Surgery Department
"al-qattan, mohammad m.",Surgery Department
"deshmukh, sharief",Mathematics Department
"awad, ehab",Electrical Engineering Department
"al-maitah, mohammed",Computer Science Department
"alkhudhairy, fahad",Researchtorat Dental Science Department
"bin-shuwaish, mohammed s.",Researchtorat Dental Science Department
"hassan, mohammad mehedi",Information Systems Department
"almogren, ahmad",Computer Science Department
"ahmad, shafiq",Industrial Engineering Department
"alkanhal, majeed a. s.",Electrical Engineering Department
"khan, yasin",Electrical Engineering Department
"al-ahmari, abdurahman mushabab",Advanced Manufacturing Institute
"abdulhameed, osama",Advanced Manufacturing Institute
"khan, awais ahmad",Advanced Manufacturing Institute
"al-ahmari, abdurahman mushabab",Industrial Engineering Department
"abdulhameed, osama",Industrial Engineering Department
"el-hedeny, magdy",Science Research
"nasr, m.",Industrial Engineering Department
"anwar, s.",Industrial Engineering Department
"el-tamimi, abdulaziz mohammed",Industrial Engineering Department
"anwar, s.",Industrial Engineering Department
"almarfadi, a.",Industrial Engineering Department
"abdulhameed, osama",Advanced Manufacturing Institute
"al-ahmari, abdurahman mushabab",Advanced Manufacturing Institute
"ameen, wadea",Advanced Manufacturing Institute
"mian, syed hammad",Advanced Manufacturing Institute
"abdulhameed, osama",Industrial Engineering Department
"ameen, wadea",Industrial Engineering Department
"abdulghani, hamza mohammad",Medical Education Department
"irshad, mohammad",Medical Education Department
"ahmad, tauseef",Medical Education Department
"ahmad, shafiq",Industrial Engineering Department
"alqahtani, mohammed s.",Physics & Astronomy Department
"belghith, abdelfettah",Computer Science Department
"imran, muhammad",Computer Science Department
"imran, muhammad",Computer Science Department
"imran, muhammad",Computer Science Department
"imran, muhammad",Computer Science Department
"belghith, abdelfettah",Computer Science Department
ateekh-ur-rehman,Industrial Engineering Department
"umer, usama",Advanced Manufacturing Institute
"radenovic, s.",Mathematics Department
"al-olayan, hanan a.",Mathematics Department
"abdoun, khalid ahmed",Animal Production Department
"samara, emad m.",Animal Production Department
"okab, a. b.",Animal Production Department
"al-badwi, mohammed a.",Animal Production Department
"alhaidary, a. a.",Animal Production Department
"amor, n. m.",Mammals Research Chair
"mohammed, osaina badri",Mammals Research Chair
"alagaili, a. n.",Mammals Research Chair
"alkahtani, mohammed s.",Industrial Engineering Department
"ramadan, mohamed z.",Industrial Engineering Department
"alshaikh, khaled a.",Industrial Engineering Department
"aljaweeni, abdullah a.",Industrial Engineering Department
"altuwaijri, ahmad s.",Industrial Engineering Department
"alkahtani, mohammed s.",Advanced Manufacturing Institute
"ahmed, isam a. mohamed",Food Science & Nutrition Department
"khan, i. a.",Pharmacognosy Department
"el-harty, ehab",Plant Production Department
"alghamdi, salem s.",Plant Production Department
"khan, muhammad a.",Plant Production Department
"migdadi, hussein",Plant Production Department
"farooq, muhammad",Plant Production Department
"simos, theodore e.",Mathematics Department
"bouras, abdelghani",Industrial Engineering Department
"ramadan, mohamed z.",Industrial Engineering Department
"alhaag, mohammed h.",Industrial Engineering Department
"fadimu, g. j.",Food Science & Nutrition Department
"alqahtani, badr",Mathematics Department
"alzamel, mai",Computer Science Department
"al-aqeel, sinaa",Clinical Pharmacology Department
"sabico, shaun",Biochemistry Department
"abd-alrahman, sherif",Biochemistry Department
"al-daghri, nasser m.",Biochemistry Department
"alsalamah, abrar k.",Ophthalmology Department
"alkatan, hind",Ophthalmology Department
"al-faky, yasser h.",Ophthalmology Department
"alkatan, hind m.",Pathology Department
"bouiadjra, b. bachir",Mechanical Engineering Department
"alswaidan, ibrahim a.",Pharmaceutical Chemistry Department
"alghamdi, abdulaziz ali",Chemistry Department
"alsolami, abdulellah",Chemistry Department
"saeed, waseem sharaf",Chemistry Department
"ai-odayni, abdel-basit mohammed",Chemistry Department
"aouak, taieb",Chemistry Department
"semlali, abdelhabib",Biochemistry Department
"ahad, abdul",Pharmaceutical Department
"al-saleh, abdulmohsen a.",Pharmaceutical Department
"al-mohizea, abdullah m.",Pharmaceutical Department
"al-jenoobi, fahad i.",Pharmaceutical Department
"raish, mohammad",Pharmaceutical Department
"alam, mohd aftab",Pharmaceutical Department
"ullah, riaz",Pharmacognosy Department
"alsaid, mansour s.",Pharmacognosy Department
"alqahtani, ali s.",Pharmacognosy Department
"shahat, abdelaaty a.",Pharmacognosy Department
"ullah, riaz",Medical Aromat & Poisonous Plants Research Center
"alsaid, mansour s.",Medical Aromat & Poisonous Plants Research Center
"alqahtani, ali s.",Medical Aromat & Poisonous Plants Research Center
"shahat, abdelaaty a.",Medical Aromat & Poisonous Plants Research Center
"al-khedhairi, a.",Statistics & Operations Research Department
"askar, s. s.",Statistics & Operations Research Department
"orfali, raha saud",Pharmacognosy Department
"siddiqui, nasir ali",Pharmacognosy Department
"alam, perwez",Pharmacognosy Department
"alhowiriny, tawfeq a.",Pharmacognosy Department
"al-taweel, areej mohammad",Pharmacognosy Department
"perveen, shagufta",Pharmacognosy Department
"altameem, ayman",Natural & Engineering Science Department
"ben ismail, mohamed maher",Computer Science Department
"bchir, ouiem",Computer Science Department
"malik, abdul",Clinical Lab Science Department
"ali, daoud",Zoology Department
"alarifi, saud",Zoology Department
"alkahtani, saad",Zoology Department
"almeer, rafa s.",Zoology Department
"abdel-salam, eslam m.",Botany & Microbiology Department
"ansari, sabiha m.",Botany & Microbiology Department
"faisal, mohammad",Botany & Microbiology Department
"saquib, quaiser",Zoology Department
"al-khedhairy, abdulaziz a.",Zoology Department
"soliman, ahmed m.",Plant Protection Department
"al dhafer, hathal m.",Plant Protection Department
"binkhathlan, ziyad",Pharmaceutical Department
"ali, r.",Pharmaceutical Department
"qamar, w.",Lab Center
"alghamdi, naif",Architecture & Building Science Department
"al-baity, heyam",Information Technololgy Department
"laref, amel",Physics & Astronomy Department
"al-daghri, nasser m.",Biochemistry Department
"alenad, amal",Biochemistry Department
"al-hazmi, hazim",Biochemistry Department
"amer, osama e.",Biochemistry Department
"hussain, syed danish",Biochemistry Department
"alokail, majed s.",Biochemistry Department
"algarni, abdulrahman d.",Orthopedic Surgery Department
"khan, muhammad khurram",Excellence Information Assurance Center
"alam, mohd aftab",Pharmaceutical Department
"al-jenoobi, fahad i.",Pharmaceutical Department
"al-mohizea, abdullah m.",Pharmaceutical Department
"alhabib, khalid f.",King Fahad Cardiac Center
"alfaleh, hussam",King Fahad Cardiac Center
"abdelhalim, mohamed anwar k.",Physics & Astronomy Department
"qaid, huda a. y.",Physics & Astronomy Department
"al-ayed, mohammed suliman",Physics & Astronomy Department
"al-kahtani, abdullah a.",Chemistry Department
"imam, faisal",Pharmacology & Toxicology Department
"shakeel, faiyaz",Pharmaceutical Department
"parvez, mohammad k.",Pharmacognosy Department
"kayid, mohamed",Statistics & Operations Research Department
"abouammoh, a. m.",Statistics & Operations Research Department
"masilamani, vadivel",Physics & Astronomy Department
"devanesan, sandanasamy",Physics & Astronomy Department
"alsalhi, mohamad s.",Physics & Astronomy Department
"masilamani, vadivel",Physics & Astronomy Department
"devanesan, sandanasamy",Physics & Astronomy Department
"alsalhi, mohamad s.",Physics & Astronomy Department
"alqathani, fatma",Pathology Department
"jabry, mansour",Pathology Department
"alqathani, fatma",Pathology Department
"jabry, mansour",Pathology Department
"alshebly, mashael m.",Obstet & Gynecology Department
"daban, hebatullah hassan",Physics & Astronomy Department
"farhat, k.",Cancer Research Chair
"qais, mohammed h.",Electrical Engineering Department
"alghuwainem, saad",Electrical Engineering Department
"saquib, quaiser",Zoology Department
"al-khedhairy, abdulaziz a.",Zoology Department
"faisal, mohammad",Botany & Microbiology Department
"alatar, abdulrahman a.",Botany & Microbiology Department
"saquib, quaiser",Zoology Department
"al-khedhairy, abdulaziz a.",Zoology Department
"saquib, quaiser",Zoology Department
"siddiqui, maqsood a.",Zoology Department
"ahmad, javed",Zoology Department
"wahab, rizwan",Zoology Department
"ansari, sabiha m.",Botany & Microbiology Department
"faisal, mohammad",Botany & Microbiology Department
"alatar, abdulrahman a.",Botany & Microbiology Department
"alhamid, mohammed f.",Software Engineering Department
"albraheem, lamya i.",Information Technololgy Department
"alhudaithy, lamia h.",Information Technololgy Department
"aljaser, afnan a.",Information Technololgy Department
"aldhafian, muneerah r.",Information Technololgy Department
"bahliwah, ghada m.",Information Technololgy Department
"sayaril, nada as",Biochemistry Department
"bhat, ramesa shafi",Biochemistry Department
"al-marry, bashaier",Biochemistry Department
"al-otaibi, sooad saud",Biochemistry Department
"sayaril, nada as",Biochemistry Department
"shaik, jilani",Biochemistry Department
"warsy, arjumand s.",Female Medical Studies Center
"warsy, arjumand s.",Lab Center
"babay, zeneb a.",Obstetric Gynecology Department
"addar, mohammed h.",Obstetric Gynecology Department
"baidas, laila fawzi",Pediatric Dental & Orthodontics Department
"al-kawari, huda",Pediatric Dental & Orthodontics Department
"al-sehaibany, fares s.",Pediatric Dental & Orthodontics Department
"aldosari, mohammad a.",Pediatric Dental & Orthodontics Department
"alqahtani, nasser d.",Pediatric Dental & Orthodontics Department
"albarakati, sahar faisal",Pediatric Dental & Orthodontics Department
"almaflehi, nassr",Periodontics & Community Dental Department
"almaslukh, bandar",Computer Science Department
"al muhtadi, jalal",Computer Science Department
"artoli, abdel monim",Computer Science Department
"alqedairi, abdullah",Researchtorat Dental Science Department
"alfawaz, hussam",Researchtorat Dental Science Department
"alsubait, sara",Researchtorat Dental Science Department
"wahabi, hayfaa",Family & Community Medical Department
"zakri, adel m.",Plant Production Department
"al-doss, abdullah a.",Plant Production Department
"ali, ahmed a.",Plant Production Department
"ahmed, basem s.",Plant Production Department
"samara, emad m.",Animal Production Department
"amer, mahmoud a.",Plant Protection Department
"abdalla, omar ahmed",Plant Protection Department
"al-saleh, mohammed a.",Plant Protection Department
"vettikalladi, hamsakutty",Electrical Engineering Department
"mahajumi, abu syed",Electrical Engineering Department
"abudabos, alaeldein m.",Animal Production Department
"khan, rifat ullah",Animal Production Department
"al-daghri, nasser m.",Biochemistry Department
"alharbi, othman",Gastroenterology Division
"ahmeda, a. f.",Physiology Department
"al otaibi, m. f.",Physiology Department
"al-masri, abeer",Physiology Department
"alzahrani, musa",Oncology Center
"warith, ahmed abdel",Oncology Center
"alhamad, fahad",Intensive Care Unit
"lahsasni, siham",Chemistry Department
"al-hemyari, dunya a. m.",Chemistry Department
"mabkhoot, yahia nasser",Chemistry Department
"aleanizy, fadilah s.",Chemistry Department
"alothman, asma a.",Chemistry Department
"almarhoon, zainab m.",Chemistry Department
"ghabbour, hazem a.",Pharmaceutical Chemistry Department
"perveen, shagufta",Pharmacognosy Department
"orfali, raha saud",Pharmacognosy Department
"dafalla, muawia",Bugshan Research Chair Expans Soils
"al-mahbashi, ahmed",Bugshan Research Chair Expans Soils
"al-shamrani, mosleh",Bugshan Research Chair Expans Soils
"issa, khaled",Electrical Engineering Department
"ashraf, muhammad a.",Electrical Engineering Department
"alshebeili, s.",Electrical Engineering Department
"fathallah, habib",Electrical Engineering Department
"alshoudokhi, yazeed a.",Electrical Engineering Department
"alshebeili, s.",Electrical Engineering Department
"alotaibi, homaid",Dermatology Department
"alsaif, fahad",Dermatology Department
"alali, azhar",Dermatology Department
"al-dabeeb, dana",Dermatology Department
"alrasheed, maha m.",Clinical Pharmacology Department
"alhawassi, tariq m.",Clinical Pharmacology Department
"alanazi, alanoud",Clinical Pharmacology Department
"aloudah, nouf",Clinical Pharmacology Department
"khurshid, fowad",Clinical Pharmacology Department
"alsultan, mohammed",Clinical Pharmacology Department
"alhawassi, tariq m.",Medication Safety Research Chair
"alhawassi, tariq m.",Clinical Pharmacology Department
"abu-amero, khaled",Ophthalmology Department
"sultan, tahira",Ophthalmology Department
"al-obeidan, saleh a.",Ophthalmology Department
"kondkar, altaf a.",Ophthalmology Department
"assadhan, basil",Electrical Engineering Department
"chen, shen-ming",Botany & Microbiology Department
"al-hemaid, fahad",Botany & Microbiology Department
"ali, m. ajmal",Botany & Microbiology Department
"elshikh, mohamed soliman",Botany & Microbiology Department
"amer, mabrook s.",Chemistry Department
"ghanem, mohamed a.",Chemistry Department
"al-mayouf, abdullah m.",Chemistry Department
"arunachalam, prabhakarn",Chemistry Department
"alzamil, hana",Physiology Department
"aldokhi, laila",Physiology Department
"habib, syed shahid",Physiology Department
"alfarraj, osama",Computer Science Department
"bachar, mostafa",Mathematics Department
"bachar, mostafa",Mathematics Department
"bounkhel, m.",Mathematics Department
"aldrak, noura",Clinical Lab Science Department
"abudawood, manal",Clinical Lab Science Department
"ansar, sabah",Clinical Lab Science Department
"hamed, sherifa s.",Zoology Department
"bendjaballah, m.",Biomedical Technololgy Department
"el-meligy, mohammed a.",Industrial Engineering Department
"el-meligy, mohammed a.",Advanced Manufacturing Institute
"saadeldin, islam m.",Animal Production Department
"swelum, ayman abdel-aziz",Animal Production Department
"al-owaimer, abdullah",Animal Production Department
"perveen, kahkashan",Botany & Microbiology Department
"bokhari, najat",Botany & Microbiology Department
"siddique, iram",Botany & Microbiology Department
"al-rashid, sarah a. i.",Botany & Microbiology Department
"kurdi, heba",Computer Science Department
"hassan, mohammad mehedi",Information Systems Department
"moghal, arif ali baig",Civil Engineering Department
"al-mahbashi, ahmed",Civil Engineering Department
"almousa, moudi o.",Food Science & Nutrition Department
"almoammar, khalid",Pediatric Dental & Orthodontics Department
"zafar, hamayun",Rehabilitation Research Chair
"alghadir, ahmad",Rehabilitation Research Chair
"anwer, shahnawaz",Rehabilitation Research Chair
"alrabiah, haitham",Pharmaceutical Chemistry Department
"abunassif, mohammed",Pharmaceutical Chemistry Department
"mostafa, gamal abdel-hafiz",Pharmaceutical Chemistry Department
"attia, sabry m.",Pharmacology & Toxicology Department
"alkatan, hind",Ophthalmology Department
"samet, b.",Mathematics Department
"alajmi, mohamed f.",Pharmacognosy Department
"mothana, ramzi a.",Pharmacognosy Department
"al-rehaily, adnan j.",Pharmacognosy Department
"khaled, jamal m.",Botany Department
"khaled, jamal m.",Microbiology Department
"al-oud, saud s.",Soil Science Department
"ghoneim, adel",Soil Science Department
"el-hedeny, magdy",Science Research
"rizwana, humaira",Botany & Microbiology Department
"alshowaeir, daniah",Ophthalmology Department
"alsuhaibani, adel",Ophthalmology Department
"ajlan, abdulrazag m.",Neurosurgery Department
"hussain, sajjad",Radiology & Medical Imaging Department
"samarkandi, osama a.",Basic Science Department
"bashatah, adel s.",Nursing Education & Administration Department
"khan, anas",Emergency Medical Department
"almobrad, abdulmajeed m.",Ems Department
"alahmari, abdulrahman",Advanced Manufacturing Institute
"abidi, m. h.",Advanced Manufacturing Institute
"zafar, hamayun",Rehabilitation Research Chair
"alghadir, ahmad h.",Rehabilitation Research Chair
"iqbal, zaheen a.",Rehabilitation Research Chair
"albarrati, a.",Rehabilitation Science Department
"al-sabri, hamdan mohammed",Information Systems Department
"al-mashari, majed",Information Systems Department
"chikh, azeddine",Information Systems Department
"almufleh, aws",Cardiac Science Department
"jleli, mohamed",Mathematics Department
"samet, bessem",Mathematics Department
"alzhrani, farid",King Abdullah Ear Specialist Center Kaesc
"khan, muhammad khurram",Excellence Information Assurance Center
"wahab, rizwan",Zoology Department
"al-khedhairy, abdulaziz a.",Zoology Department
"wahab, rizwan",Zoology Department
"deshmukh, sharief",Mathematics Department
"alshammari, sana hamoud",Mathematics Department
"marouani, haykel",Mechanical Engineering Department
"mabkhot, yahia nasser",Chemistry Department
"al-showiman, salim s.",Chemistry Department
"ajlan, abdulrazag",Surgery Department
"ajlan, abdulrazag",Neurosurgery Department
"al-sohime, fahad m.",Pediatric Department
"bashiri, fahad a.",Pediatric Department
"al-eyadhy, ayman a.",Pediatric Department
"alhaboob, ali a.",Pediatric Department
"temsah, mohamad-hani a.",Prince Abdullah Bin Khalid Coeliac Disease Research Chair
"bashiri, fahad a.",Pediatric Neuroophthalmology Division
"temsah, mohamad-hani",Pediatric Department
"al-sohime, fahad m.",Pediatric Department
"bashiri, fahad a.",Pediatric Department
"al-eyadhy, ayman a.",Pediatric Department
"hasan, gamal m.",Pediatric Department
"alhaboob, ali a.",Pediatric Department
"garayev, mubariz tapdigoglu",Mathematics Department
"alajmi, mohamed f.",Pharmacognosy Department
"alam, perwez",Pharmacognosy Department
"rehman, md tabish",Pharmacognosy Department
"siddiqui, nasir ali",Pharmacognosy Department
"hussain, afzal",Pharmacognosy Department
"parveze, mohammad khalid",Pharmacognosy Department
"husain, fohad mabood",Food Science & Nutrition Department
"khan, azmat ali",Pharmaceutical Chemistry Department
"abul kalam, mohd",Pharmaceutical Department
"ahsanullah, t. m. g.",Mathematics Department
"al-thukair, fawzi",Mathematics Department
"el-azab, adel s.",Pharmaceutical Chemistry Department
"abdel-aziz, alaa a. -m.",Pharmaceutical Chemistry Department
"el-gendy, manal a.",Pharmaceutical Chemistry Department
"amor, n. m.",Zoology Department
"alagaili, a. n.",Zoology Department
"al-sehaibany, fares s.",Pediatric Dental & Orthodontics Department
"aljabaa, aljazi hussain",Pediatric Dental & Orthodontics Department
"albarakati, sahar faisal",Pediatric Dental & Orthodontics Department
"almaflehi, nassr",Periodontics & Community Dental Department
"darwish, hany w.",Pharmaceutical Chemistry Department
"wani, tanveer a.",Pharmaceutical Chemistry Department
"hamidaddin, mohammed abbas ali",Pharmaceutical Chemistry Department
"alarifi, saud",Zoology Department
"ali, daoud",Zoology Department
"alkahtani, saad",Zoology Department
"almansour, mansour",Zoology Department
"mathkour, hassan",Computer Science Department
"ramalignam, rajabathar jothi",Chemistry Department
"allohedan, hamad a.",Chemistry Department
"hagar, hanan",Pharmacology Unit
"al-madi, ebtissam m.",Researchtorat Dental Department
"al-saleh, samar",Prosthetic Dental Science Department
"bukhary, sundus m.",Prosthetic Dental Science Department
"al-ghofaily, maha m.",Prosthetic Dental Science Department
"ramadan, mohamed z.",Industrial Engineering Department
"ragab, adham e.",Industrial Engineering Department
"abdelgawad, abdelatty a.",Industrial Engineering Department
"al-enizi, abdullah m.",Science Department
"rodrigues, joel j. p. c.",Excellence Information Assurance Center
"al-muhtadi, jalal f.",Excellence Information Assurance Center
"al-muhtadi, jalal f.",Excellence Information Assurance Center
"al-thaqib, a.",Physiology Department
"al-sultan, fahad",Physiology Department
"al-zahrani, abdullah",Physiology Department
"al-kahtani, fahad",Physiology Department
"al-regaiey, khalid",Physiology Department
"iqbal, muhammad",Physiology Department
"alhusaini, ahlam",Pharmacology & Toxicology Department
"faddah, laila m.",Pharmacology & Toxicology Department
"el orabi, naglaa f.",Pharmacology & Toxicology Department
"hasan, iman h.",Pharmacology & Toxicology Department
"alkahtane, abdullah a.",Zoology Department
"alarifi, saud",Zoology Department
"al-yahya, hamad",Zoology Department
"ali, daoud",Zoology Department
"alomar, suliman y.",Zoology Department
"al-dahmash, badr",Zoology Department
"alkahtani, saad",Zoology Department
"el-samawaty, abd el-rahim m. a.",Botany & Microbiology Department
"yassin, mohamed taha",Botany & Microbiology Department
"abdel-wahab, mohamed a.",Botany & Microbiology Department
"ali, mohamed",Mechanical Engineering Department
"nuhait, abdullah o.",Mechanical Engineering Department
"almuzaiqer, redhwan",Mechanical Engineering Department
"almeneessier, aljohara s.",Family Medical Department
"bahammam, ahmed s.",University Sleep Disorders Center
"elango, ramesh",Food Science & Nutrition Department
"athinarayanan, jegan",Food Science & Nutrition Department
"subbarayan, vaiyapuri periasamy",Food Science & Nutrition Department
"alshatwi, ali a.",Food Science & Nutrition Department
"elango, ramesh",Prince Naif Health Research Center
"al-dujaili, a. h.",Chemistry Department
"al-shehri, mona",Pharmaceutical Chemistry Department
"el-gendy, manal a.",Pharmaceutical Chemistry Department
"darwish, hany w.",Pharmaceutical Chemistry Department
"altameem, torki",Computer Science Department
"bin jebreen, haifa",Mathematics Department
"alatawi, fahad j.",Plant Protection Department
"basahih, jamal s.",Plant Protection Department
"kamran, muhammad",Plant Protection Department
"al-enazy, abdul-aziz",Soil Science Department
"al-barakah, fahad n.",Soil Science Department
"al-oud, saud",Soil Science Department
"usman, adel r.",Soil Science Department
"algahtani, obaid",Mathematics Department
"king saud bin abdulaziz univ hlth sci, riyadh, saudi arabia",King Abdullah International Medical Research Center
"king abdullah int med res ctr, riyadh, saudi arabia",King Abdullah International Medical Research Center
"king saud bin abdulaziz univ hlth sci, riyadh, saudi arabia",King Abdullah International Medical Research Center
"prince sultan mil med city, riyadh, saudi arabia",King Abdullah International Medical Research Center
"king abdulaziz univ, jeddah, saudi arabia",King Abdullah International Medical Research Center
"dr sulaiman al habib grp hosp, riyadh, saudi arabia",King Abdullah International Medical Research Center
"king fahad armed forces hosp, jeddah, saudi arabia",King Abdullah International Medical Research Center
"king saud med city, riyadh, saudi arabia",King Abdullah International Medical Research Center
"king faisal specialist hosp & res ctr, jeddah, saudi arabia",King Abdullah International Medical Research Center
"king fahad med city, riyadh, saudi arabia",King Abdullah International Medical Research Center
"king faisal specialist hosp & res ctr, jeddah, saudi arabia",King Abdullah International Medical Research Center
"king saud univ, riyadh, saudi arabia",King Abdullah International Medical Research Center
"king abdulaziz hosp, al hasa, saudi arabia",King Abdullah International Medical Research Center
"minist hlth, jeddah, saudi arabia",King Abdullah International Medical Research Center
"king fahad cent hosp, jeddah, saudi arabia",King Abdullah International Medical Research Center
"king fahad hosp, al madinah, saudi arabia",King Abdullah International Medical Research Center
"almajed, abdullah",Civil Engineering Department
"al-agamy, mohamed hamed",Pharmaceutical Department
"hussain, shahzad",Food Science & Nutrition Department
"el-naggar, a. m.",Research Chair Exploitat Renewable Energy Applicat Physics
"albassam, a. a.",Research Chair Exploitat Renewable Energy Applicat Physics
"alqahtani, mohammed s.",Physics & Astronomy Department
"abaalkhail, rana",Information Systems Department
"babiker, elfadil e.",Food Science & Nutrition Department
"adiamo, oladipupo q.",Food Science & Nutrition Department
"alrokayan, salman a. h.",Research Chair Biomedical Applicat Nanomat
"khan, haseeb a.",Research Chair Biomedical Applicat Nanomat
"alrokayan, salman a. h.",Research Chair Biomedical Applied Nanomat
"khan, haseeb a.",Research Chair Biomedical Applied Nanomat
"alrokayan, salman a. h.",Biochemistry Department
"khan, haseeb a.",Biochemistry Department
"alrokayan, salman a. h.",Biochemistry Department
"khan, haseeb a.",Biochemistry Department
"alrokayan, s. a. h.",Research Chair Biomedical Applicat Nanomat
"khan, h. a.",Research Chair Biomedical Applicat Nanomat
"alrokayan, s. a. h.",Biochemistry Department
"khan, h. a.",Biochemistry Department
"alrokayan, s.",Research Chair Biomedical Applicat Nanomat
"khan, h.",Research Chair Biomedical Applicat Nanomat
"alrokayan, salman",Biochemistry Department
"khan, h.",Biochemistry Department
"alrokayan, salman",Biochemistry Department
"khan, haseeb",Biochemistry Department
"alrokayan, salman",Biochemistry Department
"khan, haseeb",Biochemistry Department
"alrokayan, salman",Biochemistry Department
"khan, haseeb",Biochemistry Department
"alrokayan, salman",Biochemistry Department
"khan, haseeb",Biochemistry Department
"alrokayan, salman",Biochemistry Department
"khan, haseeb",Biochemistry Department
"alrokayan, salman",Biochemistry Department
"khan, haseeb",Biochemistry Department
"alrokayan, salman",Biochemistry Department
"khan, haseeb",Biochemistry Department
"alrokayan, salman",Research Chair Biomedical Applied Nanomat
"khan, haseeb",Research Chair Biomedical Applied Nanomat
"alfaify, abdullah",Industrial Engineering Department
"al-amro, a. m.",Botany & Microbiology Department
"elshikh, mohamed soliman",Botany & Microbiology Department
"elshikh, mohamed soliman",Botany & Microbiology Department
"amina, musarat",Pharmacognosy Department
"al musayeib, nawal m.",Pharmacognosy Department
"alsaid, mansour s.",Pharmacognosy Department
"al-zahrani, rania a.",Pharmacognosy Department
"khan, muhammad khurram",Excellence Information Assurance Center
"alsaleh, bader a.",Instituteructal Design & Technology Department
"al-huqail, asma a.",Botany & Microbiology Department
"el mourad, aminah m.",Researchtorat Dental Science Department
"talha, muhammad",Deanship Science Research
"imran, muhammad",Computer Science Department
fazal-e-amin,Software Engineering Department
"hussain, muhammad",Computer Science Department
"aboalsamh, hatim a.",Computer Science Department
"alsalhi, mohamad s.",Physics Department
"prasad, saradh",Physics Department
"othman, ahmad h. s.",Physics Department
"alsalhi, mohamad saleh",Physics & Astronomy Department
"prasad, saradh",Physics & Astronomy Department
"aljaafreh, mamduh j.",Physics & Astronomy Department
"razzaz, faroq",Electrical Engineering Department
