paper,title,author,affiliation,cite,year,collabs
9470,Localizing Components of Shared Transethnic Genetic Architecture of Complex Traits from GWAS Summary Data,"shi, huwenbo",Broad Institute,1,2020,0
9471,Polymorphic Inversions Underlie the Shared Genetic Susceptibility of Obesity-Related Diseases,"mercader, josep m.",Broad Institute,0,2020,0
9472,Substrate-Dependent Exciton Diffusion and Annihilation in Chemically Treated MoS2 and WS2,"spiegel, l. l.",Chemical Engineering Department,2,2020,1
9473,Reactive sampling-based path planning with temporal logic specifications,"vasile, cristian ioan",Information & Decision Systems Lab,0,2020,0
9474,A novel conversion prediction method of MCI to AD based on longitudinal dynamic morphological features using ADNI structural MRIs,"huang, keman",Information & Decision Systems Lab,0,2020,0
9475,Widespread subsidence and carbon emissions across Southeast Asian peatlands,"hoyt, alison m.",Civil & Environmental Engineering Department,3,2020,1
9476,Observation of New Xi(0)(c) Baryons Decaying to Lambda K-+(c)-,"boettcher, t.",Singaporemit  Alliance Research & Technology,7,2020,0
9477,Heralded Interaction Control between Quantum Systems,"duan, yiheng",Physical Department,0,2020,1
9478,Estimating dynamic games of oligopolistic competition: an experimental investigation,"salz, tobias",Electrical Research Lab,0,2020,0
9479,Synergistic Roll-to-Roll Transfer and Doping of CVD-Graphene Using Parylene for Ambient-Stable and Ultra-Lightweight Photovoltaics,"tavakoli, mohammad mahdi",Electrical Engineering & Computer Science Department,1,2020,1
9480,Deuteriodifluoromethylation and gem-Difluoroalkenylation of Aldehydes Using ClCF2H in Continuous Flow,"fu, wai chung",Chemical Department,0,2020,0
9482,Holographic order from modular chaos,"lamprou, lampros",Theoretical Physical Lab,3,2020,0
9483,Perceptual fusion of musical notes by native Amazonians suggests universal representations of musical intervals,"mcpherson, malinda j.",Brain & Cognitive Science Department,0,2020,2
9485,MAUDE: inferring expression changes in sorting-based CRISPR screens,"de boer, carl g.",Broad Institute,0,2020,1
9486,Autism-Associated Shank3 Is Essential for Homeostatic Compensation in Rodent V1,"wagner, florence",Broad Institute,3,2020,0
9487,In vivo base editing restores sensory transduction and transiently improves auditory function in a mouse model of recessive deafness,"yeh, wei-hsi",Broad Institute,7,2020,0
9488,The Domain-General Multiple Demand (MD) Network Does Not Support Core Aspects of Language Comprehension: A Large-Scale fMRI Investigation,"affourtit, josef",Brain & Cognitive Science Department,1,2020,1
9489,Synthesis of Pyrroles through the CuH-Catalyzed Coupling of Enynes and Nitriles,"zhou, yujing",Chemical Department,1,2020,0
9490,Topology optimization with nozzle size restrictions for material extrusion-type additive manufacturing,"carstensen, josephine, v",Civil & Environmental Engineering Department,0,2020,0
9492,Development of a reduced-complexity plant canopy physics surrogate model for use in chemical transport models: a case study with GEOS-Chem v12.3.0,"silva, sam j.",Civil & Environmental Engineering Department,0,2020,0
9494,Silica Nanostructures Produced Using Diatom Peptides with Designed Post-Translational Modifications,"wallace, andrea k.",Synthetic Biological Center,1,2020,1
9495,Local probes for quantum Hall ferroelectrics and nematics,"liu, tongtong",Physical Department,0,2020,0
9496,Surface Treatment of Perovskite Layer with Guanidinium Iodide Leads to Enhanced Moisture Stability and Improved Efficiency of Perovskite Solar Cells,"tavakoli, mohammad mahdi",Electrical Engineering & Computer Science Department,1,2020,0
9497,"Insights into variation in meiosis from 31,228 human sperm genomes","bell, avery davis",Broad Institute,1,2020,0
9499,Construction of 2D BiVO4-CdS-Ti3C2Tx Heterostructures for Enhanced Photo-redox Activities,"hood, zachary d.",Material Science & Engineering Department,0,2020,0
9500,"MIMIC-CXR, a de-identified publicly available database of chest radiographs with free-text reports","johnson, alistair e. w.",Medicine Engineering & Science Institute,9,2019,0
9501,Satellite-Based Assessment of Land Surface Energy Partitioning-Soil Moisture Relationships and Effects of Confounding Variables,"feldman, andrew f.",Civil & Environmental Engineering Department,1,2019,0
9502,Not all bridges connect: integration in multi-community networks,"mosleh, mohsen",Civil & Environmental Engineering Department,0,2020,0
9503,Investigation of electronic and chemical sensitization effects promoted by Pt and Pd nanoparticles on single-crystalline SnO nanobelt-based gas sensors,"suman, pedro h.",Material Science & Engineering Department,5,2019,0
9504,Efficient Semitransparent CsPbI3 Quantum Dots Photovoltaics Using a Graphene Electrode,"tavakoli, mohammad mahdi",Electrical Engineering & Computer Science Department,15,2019,1
9505,Variational Autoencoders for Cancer Data Integration: Design Principles and Computational Practice,"tariq, ifrah",Biological Engineering Department,1,2019,0
9506,Revival of the Dark Matter Hypothesis for the Galactic Center Gamma-Ray Excess,"leane, rebecca k.",Theoretical Physical Lab,17,2019,0
9508,Reductive Amination in the Synthesis of Pharmaceuticals,"usanov, dmitry l.",Broad Institute,31,2019,0
9509,Unanticipated Side Effects of Stratospheric Albedo Modification Proposals Due to Aerosol Composition and Phase,"cziczo, daniel j.",Earth Atmospheric & Planetary Science Department,0,2019,1
9511,Atlantic Ocean Heat Transport Enabled by Indo-Pacific Heat Uptake and Mixing,"ferrari, raffaele",Earth Atmospheric & Planetary Science Department,1,2019,0
9512,Physics of nanoscale immiscible fluid displacement,"wang, gerald j.",Mechanical Engineering Department,0,2019,0
9513,Prostate cancer research: The next generation; report from the 2019 Coffey-Holden Prostate Cancer Academy Meeting,"ellis, leigh",Broad Institute,2,2020,0
9514,Are those who believe in God really more prosocial?,"arechar, antonio a.",Broad Institute,0,2020,1
9515,Developing a mass-production model of large-area Si(Li) detectors with high operating temperatures,"perez, k.",Brain & Cognitive Science Department,3,2019,0
9516,Suppression of cosmic muon spallation backgrounds in liquid scintillator detectors using convolutional neural networks,"fraker, s.",Nuclear Science Lab,2,2019,0
9517,Monte Carlo and experimental analysis of a novel directional rotating scatter mask gamma detection system,"logan, julie, v",Nuclear Science & Engineering Department,1,2019,0
9518,Channeling and radiation experiments at SLAC,"benson, b.",Nuclear Science & Engineering Department,0,2019,0
9520,A NICER View of PSR J0030+0451: Evidence for a Global-scale Multipolar Magnetic Field,"chakrabarty, d.",Kavli Astrophysics & Space Science Institute,18,2019,0
9521,Constraining the Neutron Star Mass-Radius Relation and Dense Matter Equation of State with NICER. II. Emission from Hot Spots on a Rapidly Rotating Neutron Star,"chakrabarty, deepto",Kavli Astrophysics & Space Science Institute,19,2019,0
9522,Constraining the Neutron Star Mass-Radius Relation and Dense Matter Equation of State with NICER. I. The Millisecond Pulsar X-Ray Data Set,"chakrabarty, deepto",Kavli Astrophysics & Space Science Institute,23,2019,0
9523,Discovery of a Powerful > 10(61) erg AGN Outburst in the Distant Galaxy Cluster SPT-CLJ0528-5300,"calzadilla, michael s.",Kavli Astrophysics & Space Science Institute,2,2019,0
9524,NICER X-Ray Observations of Seven Nearby Rotation-powered Millisecond Pulsars,"chakrabarty, deepto",Kavli Astrophysics & Space Science Institute,11,2019,0
9525,PSR J0030+0451 Mass and Radius from NICER Data and Implications for the Properties of Neutron Star Matter,"foster, richard",Kavli Astrophysics & Space Science Institute,105,2019,0
9526,A NICER View of PSR J0030+0451: Implications for the Dense Matter Equation of State,"chakrabarty, d.",Kavli Astrophysics & Space Science Institute,36,2019,0
9527,A NICER View of PSR J0030+0451: Millisecond Pulsar Parameter Estimation,"chakrabarty, d.",Kavli Astrophysics & Space Science Institute,99,2019,0
9528,Numerical investigation of shear-flow free-surface turbulence and air entrainment at large Froude and Weber numbers,"yu, xiangming",Mechanical Engineering Department,2,2019,0
9530,Light-cone sum rules for B -> K pi form factors and applications to rare decays,"virto, javier",Theoretical Physical Lab,6,2019,0
9531,Social behavior for autonomous vehicles,"schwarting, wilko",Computer Science & Artificial Intelligence Lab,5,2019,1
9532,Biosynthesis of the nitrogenase active-site cofactor precursor NifB-co in Saccharomyces cerevisiae,"pratt, katelin",Broad Institute,7,2019,1
9533,Human iPSC-derived microglia assume a primary microglia-like state after transplantation into the neonatal mouse brain,"shu, jian",Broad Institute,8,2019,1
9534,Ecological origins of perceptual grouping principles in the auditory system,"mlynarski, wiktor f.",Brain & Cognitive Science Department,2,2019,2
9535,Transformation of Extra-Large Pore Germanosilicate CIT-13 Molecular Sieve into Extra-Large Pore CIT-5 Molecular Sieve,"kang, jong hun",Chemical Engineering Department,3,2019,0
9536,OH chemistry of non-methane organic gases (NMOGs) emitted from laboratory and ambient biomass burning smoke: evaluating the influence of furans and oxygenated aromatics on ozone and secondary NMOG formation,"lim, christopher y.",Civil & Environmental Engineering Department,8,2019,0
9537,Structural and Biochemical Investigations of the [4Fe-4S] Cluster-Containing Fumarate Hydratase from Leishmania major,"feliciano, patricia r.",Howard Hughes Medicine Institute,1,2019,2
9538,Genomic analyses of flow-sorted Hodgkin Reed-Sternberg cells reveal complementary mechanisms of immune evasion,"stewart, chip",Broad Institute,7,2019,0
9539,Bioinspired design of flexible armor based on chiton scales,"connors, matthew",Material Science & Engineering Department,2,2019,0
9540,Duality invariant cosmology to all orders in alpha',"zwiebach, barton",Theoretical Physical Lab,11,2019,0
9541,Multiscale Nature of Thixotropy and Rheological Hysteresis in Attractive Colloidal Suspensions under Shear,"armstrong, robert c.",Chemical Engineering Department,0,2019,0
9542,WGS-based telomere length analysis in Dutch family trios implicates stronger maternal inheritance and a role for RRM1 gene,"handsaker, robert e.",Broad Institute,0,2019,0
9543,Illuminating microbial species-specific effects on organic matter remineralization in marine sediments,"enke, tim n.",Civil & Environmental Engineering Department,1,2020,0
9544,Translational relevance of the goat as a preclinical model of the human labrum and chondrolabral junction-histological study,"spector, myron",Health Science & Technology Division,0,2020,0
9546,The Management of Large Scale Energy Projects: Opportunities and Challenges,"belenky, alexander s.",Institute Data Systems & Society,0,2019,0
9547,Estimating the Needed Volume of Investment in Developing a Chain of Charging Stations for Electric Vehicles along a Highway,"belenky, alexander s.",Institute Data Systems & Society,0,2019,0
9548,Estimating the Needed Volume of Investment in a Public-Private Partnership to Develop a Regional Energy/Freight Transportation Infrastructure,"belenky, alexander s.",Institute Data Systems & Society,0,2019,0
9552,Quantum nanophotonics with group IV defects in diamond,"trusheim, matthew e.",Electrical Engineering & Computer Science Department,34,2019,0
9553,ASCL1 is a MYCN- and LMO1-dependent member of the adrenergic neuroblastoma core regulatory circuitry,"durbin, adam d.",Broad Institute,2,2019,1
9555,Palm Fruit Bioactives augment expression of Tyrosine Hydroxylase in the Nile Grass Rat basal ganglia and alter the colonic microbiome,"weinberg, robert p.",Biological Department,1,2019,1
9557,Color Erasure Detectors Enable Chromatic Interferometry,"wilczek, frank",Theoretical Physical Lab,2,2019,0
9558,Stronger role of four-phonon scattering than three-phonon scattering in thermal conductivity of III-V semiconductors at room temperature,"li, ju",Nuclear Science & Engineering Department,5,2019,1
9559,Happiness and Voting: Evidence from Four Decades of Elections in Europe,"ward, george",Material Science & Engineering Department,3,2020,0
9560,Understanding Social Display Rules: Using One Person's Emotional Expressions to Infer the Desires of Another,"schulz, laura e.",Material Science & Engineering Department,1,2020,0
9562,Haploinsufficiency of KMT2D is sufficient to cause Kabuki syndrome and is compatible with life,"bodamer, olaf",Broad Institute,0,2020,0
9563,Heat Distribution in the Southeast Pacific Is Only Weakly Sensitive to High-Latitude Heat Flux and Wind Stress,"forget, gael",Earth Atmospheric & Planetary Science Department,2,2019,0
9564,What are the important technologies for bin picking? Technology analysis of robots in competitions based on a set of performance metrics,"rodriguez, a.",Mechanical Engineering Department,2,2020,0
9565,Multifunctional nanocomposite structural separators for energy storage,"acauan, luiz henrique",Aeronautics & Astronaut Department,1,2019,1
9566,Phase-field investigation of the stages in radial growth of core-shell Ge/Ge1-xSnx nanowires,"wang, yanming",Material Science & Engineering Department,1,2019,0
9567,A potentially general approach to aliphatic ester-derived PVC plasticizers with suppressed migration as sustainable alternatives to DEHP,"chen, yi",Chemical Department,2,2019,0
9568,Protease Activity is Essential for the Proatherogenic Effects of ADAMTS7,"macdonald, bryan",Broad Institute,0,2019,0
9569,"An Atlas of Transcriptional Diversity in the Human Heart: Analysis of 287,269 Single Cell Transcriptomes From the Four Chambers of the Non-Failing Heart","hall, amelia w.",Broad Institute,0,2019,0
9571,Reactive metabolite production is a targetable liability of glycolytic metabolism in lung cancer,"luengo, alba",Koch Institute Integrative Cancer Research,5,2019,3
9572,Resolving the cause of recurrent Plasmodium vivax malaria probabilistically,"taylor, aimee r.",Broad Institute,7,2019,0
9573,Search for B- -> Lambda(p)over-bar nu(nu)over-bar with the BABAR experiment,"cowan, r.",Nuclear Science Lab,1,2019,0
9574,Suppressing parametric instabilities in LIGO using low-noise acoustic mode dampers,"biscans, s.",Nuclear Science Lab,8,2019,0
9575,Amplitude Analysis of B-+/- -> pi(K+K-)-K-+/- Decays,"boettcher, t.",Nuclear Science Lab,17,2019,0
9576,Integrating Neural Networks with a Quantum Simulator for State Reconstruction,"vuletic, vladan",Physical Department,14,2019,1
9577,TESS first look at evolved compact pulsators Discovery and asteroseismic probing of the g-mode hot B subdwarf pulsator EC 21494-7018,"ricker, g. r.",Physical Department,4,2019,1
9578,NEURODEGENERATION Fly model sheds light on brain disease,"berryer, martin h.",Broad Institute,0,2019,0
9579,Observation of charge transfer in mixed-dimensional heterostructures formed by transition metal dichalcogenide monolayers and PbS quantum dots,"tavakoli, mohammad mahdi",Electrical Engineering & Computer Science Department,2,2019,0
9581,Imparting Superhydrophobicity with a Hierarchical Block Copolymer Coating,"cheng, li-chen",Material Science & Engineering Department,0,2020,1
9582,Fully 3D-printed carbon nanotube field emission electron sources with in-plane gate electrode,"anel perales-martinez, imperio",Microsystems Technology Labs,2,2019,0
9583,Observation of the exceptional-point-enhanced Sagnac effect,"lu, yu-kun",Physical Department,27,2019,0
9585,Gene expression cartography,"nitzan, mor",Broad Institute,22,2019,0
9586,Search-and-replace genome editing without double-strand breaks or donor DNA,"anzalone, andrew v.",Broad Institute,322,2019,0
9587,Global urban expansion offsets climate-driven increases in terrestrial net primary productivity,"wang, shaojian",Urban Studies & Planning Department,8,2019,0
9588,Quantum-Enhanced Advanced LIGO Detectors in the Era of Gravitational-Wave Astronomy,"tse, m.",Urban Studies & Planning Department,46,2019,0
9589,Effects of finite-range interactions on the one-electron spectral properties of TTF-TCNQ,"carmelo, jose m. p.",Physical Department,0,2019,0
9591,"Multivariate Genome-wide Association Analysis of a Cytokine Network Reveals Variants with Widespread Immune, Haematological, and Cardiometabolic Pleiotropy","ahola-olli, ari v.",Broad Institute,3,2019,0
9592,Genome Sequencing Explores Complexity of Chromosomal Abnormalities in Recurrent Miscarriage,"morton, cynthia c.",Broad Institute,7,2019,0
9593,Mediator Condensates Localize Signaling Factors to Key Cell Identity Genes,"zamudio, alicia v.",Biological Department,15,2019,1
9596,Monolithic Silica Support for Immobilized Catalysis in Continuous Flow,"russell, m. grace",Chemical Department,2,2020,1
9598,Scalability strategies for automated reaction mechanism generation,"jocher, agnes",Chemical Engineering Department,1,2019,0
9599,The Materials Research Platform: Defining the Requirements from User Stories,"bazant, martin z.",Chemical Engineering Department,4,2019,0
9600,"Reversible Polycondensation-Termination Growth of Covalent-Organic-Framework Spheres, Fibers, and Films","rajan, ananth govind",Chemical Engineering Department,14,2019,0
9601,A note on the singular set of area-minimizing hypersurfaces,"edelen, nick",Chemical Engineering Department,0,2019,0
9602,Measurement of Charged Hadron Production in Z-Tagged Jets in Proton-Proton Collisions at root s=8 TeV,"boettcher, t.",Chemical Engineering Department,9,2019,0
9603,Prioritization of genes driving congenital phenotypes of patients with de novo genomic structural variants,"talkowski, michael e.",Broad Institute,3,2019,0
9604,Macrophages in Zebrafish Models of Liver Diseases,"goessling, wolfram",Broad Institute,1,2019,0
9605,Direct Observation of Symmetry-Dependent Electron-Phonon Coupling in Black Phosphorus,"mao, nannan",Electrical Engineering & Computer Science Department,1,2019,1
9606,Continuous UiO-66-Type Metal-Organic Framework Thin Film on Polymeric Support for Organic Solvent Nanofiltration,"han, gang",Chemical Engineering Department,4,2019,0
9608,Collagen-Inspired Self-Assembly of Twisted Filaments,"falk, martin",Physical Department,0,2019,0
9609,Immunogenicity of RNA Replicons Encoding HIV Env Immunogens Designed for Self-Assembly into Nanoparticles,"melo, mariane b.",Koch Institute Integrative Cancer Research,5,2019,3
9610,A once-a-month oral contraceptive,"kirtane, ameya r.",David H Koch Institute Integrative Cancer Research,4,2019,5
9612,"Nanoparticle-Mediated Cavitation via CO2 Laser Impacting on Water: Concentration Effect, Temperature Visualization, and Core-Shell Structures","johnson, steven g.",Mathematics Department,0,2019,2
9613,Epidermal biopolysaccharides from plant seeds enable biodegradable turbulent drag reduction,"rajappan, anoop",Mechanical Engineering Department,2,2019,0
9614,Gravity-Induced Bubble Ripening in Porous Media and Its Impact on Capillary Trapping Stability,"xu, ke",Civil & Environmental Engineering Department,0,2019,0
9615,Search for gravitational waves from Scorpius X-1 in the second Advanced LIGO observing run with an improved hidden Markov model,"aggarwal, n.",Civil & Environmental Engineering Department,12,2019,0
9616,Accessing multidimensional mixing via 3D printing and showerhead micromixer design,"zhang, haomiao",Chemical Engineering Department,0,2020,0
9617,Revealing the Strain Effect on Radiation Response of Amorphous-Crystalline Cu-Zr Laminate,"jin, miaomiao",Nuclear Science & Engineering Department,0,2020,0
9618,Recurrent TTN metatranscript-only c.39974-11T>G splice variant associated with autosomal recessive arthrogryposis multiplex congenita and myopathy,"cummings, beryl b.",Broad Institute,3,2020,0
9620,Seasonal Pattern of Nutrient Limitation in a Eutrophic Lake and Quantitative Analysis of the Impacts from Internal Nutrient Cycling,"wu, zhen",Earth Atmospheric & Planetary Science Department,3,2019,0
9621,Development of a Handheld Submersible Chemiluminescent Sensor: Quantification of Superoxide at Coral Surfaces,"grabb, kalina c.",Earth Atmospheric & Planetary Science Department,0,2019,0
9622,Precise Measurements of (CH2D2)-C-12 by Tunable Infrared Laser Direct Absorption Spectroscopy,"gonzalez, yenny",Earth Atmospheric & Planetary Science Department,1,2019,0
9623,Deciphering How the Viscoelastic Properties of Mussel-Inspired Metal-Coordinate Transiently Cross-Linked Gels Dictate Their Tack Behavior,"lai, erica",Material Science & Engineering Department,1,2019,1
9625,IL-33 Signaling Alters Regulatory T Cell Diversity in Support of Tumor Development,"li, amy",David H Koch Institute Integrative Cancer Research,5,2019,4
9626,"Computational Thinking from a Disciplinary Perspective: Integrating Computational Thinking in K-12 Science, Technology, Engineering, and Mathematics Education","lee, irene",Biological Engineering Department,1,2020,0
9628,TMEM2 Modulates ER Stress in a Non-canonical Manner,"goncalves, renata l. s.",Broad Institute,1,2019,0
9629,Inadequate Intimal Angiogenesis as a Source of Coronary Plaque Instability Implications for Healing,"brezinski, mark",Broad Institute,4,2019,0
9630,Dichotomous regulation of group 3 innate lymphoid cells by nongastric Helicobacter species,"shen, zeli",Division Comparative Medicine,4,2019,1
9631,Self-identity barcodes encoded by six expansive polymorphic toxin families discriminate kin in myxobacteria,"vassallo, christopher n.",Biological Department,3,2019,0
9633,Glass-Ceramic-Like Vanadate Cathodes for High-Rate Lithium-Ion Batteries,"wang, shitong",Nuclear Science & Engineering Department,2,2020,0
9634,"Soft Crawling Robots: Design, Actuation, and Locomotion","cao, yunteng",Civil & Environmental Engineering Department,8,2020,0
9635,Blue Light Emitting Defective Nanocrystals Composed of Earth-Abundant Elements,"hansen, eric c.",Chemical Department,2,2020,1
9636,Deploying Fluorescent Nucleoside Analogues for High-Throughput Inhibitor Screening,"seebald, leah",Biological Department,1,2020,1
9637,How Many Subpopulations Is Too Many? Exponential Lower Bounds for Inferring Population Histories,"kim, younhun",Mathematics Department,0,2020,0
9638,Trading and information in futures markets,"wang, jiang",Mathematics Department,0,2020,0
9639,Nitrogen Exsolution and Bubble Formation in Titan's Lakes,"steckloff, jordan k.",Earth Atmospheric & Planetary Science Department,1,2019,0
9640,Long-Term Cardiovascular Risk in Women With Hypertension During Pregnancy,"honigberg, michael c.",Broad Institute,13,2019,0
9641,Whose data can we trust: How meta-predictions can be used to uncover credible respondents in survey data,"radas, sonja",Broad Institute,0,2019,0
9642,TiO2 doped chitosan/hydroxyapatite/halloysite nanotube membranes with enhanced mechanical properties and osteoblast-like cell response for application in bone tissue engineering,"khan, sarim",Medicine Engineering & Science Institute,0,2019,0
9643,Herpesviral lytic gene functions render the viral genome susceptible to novel editing by CRISPR/Cas9,"eggan, kevin",Broad Institute,2,2019,0
9644,Liquid biopsy for minimal residual disease detection in leukemia using a portable blast cell biochip,"shang, menglin",Singaporemit  Alliance Research & Technology Smart Center,5,2019,1
9645,Nonperturbative corrections to soft drop jet mass,"stewart, iain w.",Theoretical Physical Lab,11,2019,0
9646,Chromosome level assembly and comparative genome analysis confirm lager-brewing yeasts originated from a single hybridization,"abeel, thomas",Broad Institute,1,2019,0
9647,LDAF1 and Seipin Form a Lipid Droplet Assembly Complex,"walther, tobias c.",Broad Institute,14,2019,0
9648,PBS3 and EPS1 Complete Salicylic Acid Biosynthesis from Isochorismate in Arabidopsis,"bobokalonova, anastassia",Biological Department,19,2019,0
9649,Advanced Editorial to announce a JCAMD Special Issue on Artificial Intelligence and Machine Learning,"reker, daniel",Koch Institute Integrative Cancer Research,0,2019,1
9650,"Phylogenomics of 10,575 genomes reveals evolutionary proximity between domains Bacteria and Archaea","huttenhower, curtis",Broad Institute,15,2019,0
9651,One-year clinical outcomes in patients with renal insufficiency after contemporary PCI: data from a multicenter registry,"mahfoud, f.",Medicine Engineering & Science Institute,5,2020,0
9652,Refinements and higher-order beliefs: a unified survey,"morris, stephen",Medicine Engineering & Science Institute,3,2020,0
9653,Leveraging insights into cancer metabolism-a symposium report,"mana, miyeko d.",David H Koch Institute Integrative Cancer Research,0,2020,0
9654,Identifying Regional Trends in Avatar Customization,"harrell, d. fox",David H Koch Institute Integrative Cancer Research,0,2019,0
9655,Molecular Communication With Anomalous Diffusion in Stochastic Nanonetworks,"jeong, youngmin",David H Koch Institute Integrative Cancer Research,4,2019,0
9656,A Belief Propagation Algorithm for Multipath-Based SLAM,"meyer, florian",Wireless Information & Network Science Lab,7,2019,0
9657,Microfluidic Investigation of Low-Salinity Effects During Oil Recovery: A No-Clay and Time-Dependent Mechanism,"xu, ke",Wireless Information & Network Science Lab,6,2019,0
9658,A Discretization-Independent Distributed Well Model,"jayasinghe, savithru",Wireless Information & Network Science Lab,1,2019,1
9659,The Algonauts Project,"oliva, aude",Computer Science & Artificial Intelligence Lab,0,2019,0
9660,Faster Algorithms for Dynamic Algebraic Queries in Basic RSMs with Constant Treewidth,"goyal, prateesh",Computer Science & Artificial Intelligence Lab,0,2019,0
9661,Persistent Neurobehavioral Markers of Developmental Morphosyntax Errors in Adults,"ostrovskaya, irina",Brain & Cognitive Science Department,0,2019,0
9662,GENOME-WIDE ASSOCIATION ANALYSIS OF SELF-REPORTED DAYTIME SLEEPINESS IDENTIFIES 42 LOCI THAT SUGGEST BIOLOGICAL SUBTYPES,"little, max a.",Media Lab,0,2019,0
9663,NILM Dashboard: Power System Monitoring for Condition-Based Maintenance,"kidwell, l. t. stephen",Media Lab,0,2019,2
9664,Self-assembling amyloid-like peptides as exogenous second harmonic probes for bioimaging applications,"so, peter t. c.",Singaporemit  Alliance Research & Technology,6,2019,1
9665,Windows Into the Soul: Surveillance and Society in an Age of High Technology,"marx, gary t.",Mechanical Engineering Department,0,2019,0
9667,Stability of ternary nanocrystalline alloys in the Pt-Pd-Au system,"xing, wenting",Material Science & Engineering Department,2,2019,0
9669,Scheduled block time setting and on-time performance of US and Chinese airlines-A comparative analysis,"wang, yanjun",Aeronautics & Astronaut Department,1,2019,0
9670,Phase space trajectories generated under coupling between a dynamic system and a thermal reservoir,"sinha, dhiraj",Electrical Engineering & Computer Science Department,0,2019,0
9671,A Year in K-12 AI Education,"breazeal, cynthia",Electrical Engineering & Computer Science Department,0,2019,1
9672,Microenvironmental adaptations drive obesity-associated pancreatic cancer,"chung, katherine minjee",Koch Institute,0,2019,0
9673,Preclinical models to dissect immune escape in pancreatic cancer,"freed-pastor, william a.",Koch Institute,0,2019,0
9674,The angiotensin receptor blocker and partial PPAR. agonist telmisartan inhibits the growth of pancreatic ductal adenocarcinoma,"luengo, alba",Koch Institute,0,2019,0
9676,"Assessment of tumor heterogeneity, clonal evolution, and the stromal microenvironment in metastatic pancreatic ductal adenocarcinoma and matched patient-derived organoids","winter, peter s.",Koch Institute,0,2019,0
9678,SPECIAL ISSUE ON 2019 INTERNATIONAL MICROWAVE SYMPOSIUM,"han, ruonan",Electrical Engineering & Computer Science Department,0,2019,0
9679,Unique structural features in an Nramp metal transporter impart substrate-specific proton cotransport and a kinetic bias to favor import,"bozzi, aaron t.",Chemical Department,5,2019,0
9680,Effect of spatial variability of block-type cement-treated ground on the bearing capacity of foundation under inclined load,"whittle, andrew j.",Civil & Environmental Engineering Department,0,2019,0
9681,Width of the Whitehead double of a nontrivial knot,"li, zhenkun",Mathematics Department,0,2019,0
9682,Image Segmentation for the Treatment Planning of Magnetic Resonance-Guided High-Intensity Focused Ultrasound (MRgHIFU) Therapy: A Parametric Study,"alencastre-miranda, moises",Mechanical Engineering Department,0,2019,0
9683,"Hats off to you, Jim!","penny, ryan w.",Mechanical Engineering Department,0,2019,0
9684,"Theoretical Rubber, Empirical Pavement","jones, graham m.",Mechanical Engineering Department,0,2019,0
9685,Cellular expression through morphogen delivery by light activated magnetic microrobots,"delateur, nicholas a.",Chemical Department,0,2019,1
9686,From Traditional to Automated Mobility on Demand: A Comprehensive Framework for Modeling On-Demand Services in SimMobility,"nahmias-biran, bat-hen",Singaporemit  Alliance Research & Technology,2,2019,1
9687,"System-Level Optimization of Multi-Modal Transportation Networks for Energy Efficiency using Personalized Incentives: Formulation, Implementation, and Performance","araldo, andrea",Intelligent Transportation Systems Lab,0,2019,1
9688,Alloy*: a general-purpose higher-order relational constraint solver,"jackson, daniel",Singaporemit  Alliance Research & Technology,1,2019,0
9689,Timelines for mitigating the methane impacts of using natural gas for carbon dioxide abatement,"klemun, magdalena m.",Institute Data Systems & Society,3,2019,0
9690,Multiple Sclerosis and Fracture Risk: A Mendelian Randomization Study,"hsu, yi-hsiang",Broad Institute,0,2019,0
9691,Genetic Risk Scores to Improve Osteoporosis Screening: Validation in External Cohorts,"kiel, douglas p.",Broad Institute,0,2019,0
9693,The Conquest of Fortune: On the Machiavellian Character of Algorithmic Judgment,"doneson, daniel",Chemical Engineering Department,1,2019,0
9694,Current state of science in machine learning methods for automatic infant pain evaluation using facial expression information: study protocol of a systematic review and meta-analysis,"liu, dianbo",Computer Science & Artificial Intelligence Lab,0,2019,0
9695,A Hybrid Methodology for Analyzing the Performance of Induction Motors with Efficiency Improvement by Specific Commercial Measures,"ai, chengliu",Electrical Research Lab,2,2019,0
9696,Have R&D Spillovers Declined in the 21(st) Century?,"van reenen, john",Electrical Research Lab,0,2019,0
9699,The genomic architecture of serous carcinomas shapes the tumor microenvironment and modulates responses to targeted and immunotherapies,"smith, sean",Electrical Research Lab,0,2019,1
9702,Functional genomics approaches to the discovery of paralog dependencies in cancer,"sellers, daniel",Broad Institute,0,2019,0
9703,The zinc-finger degrome,"sievers, quinlan l.",Broad Institute,0,2019,0
9704,TANK-Binding Kinase 1 (TBK1) as a novel cancer immunotherapy target,"robitschek, emily",Broad Institute,0,2019,0
9705,Molecular systems guided imaging of multicellular in situ adaptation to targeted therapy in BRAF-mutant cancer,"wang, stephanie",Broad Institute,0,2019,0
9707,Privacy With Estimation Guarantees,"medard, muriel",Broad Institute,0,2019,0
9708,Sharp Bounds for Mutual Covering,"liu, jingbo",Broad Institute,0,2019,0
9709,How do successful scholars get their best research ideas? An exploration,"cao, cathy",Broad Institute,0,2019,0
9710,The Belle II Physics Book,"virto, javier",Theoretical Physical Lab,78,2019,0
9711,Individual concepts and narrow scope illusions,"fox, danny",Theoretical Physical Lab,0,2019,0
9712,Degree concepts and narrow scope illusions,"fox, danny",Theoretical Physical Lab,0,2019,0
9717,Association of Lipidomic Profiles With Progression of Carotid Artery Atherosclerosis in HIV Infection,"deik, amy",Broad Institute,0,2019,0
