paper,area,year
4214,Science & Technology - Other Topics,2018
4214,Engineering,2018
4214,Environmental Sciences & Ecology,2018
4215,Chemistry,2018
4216,Energy & Fuels,2018
4216,Engineering,2018
4216,Geology,2018
4217,Energy & Fuels,2018
4217,Engineering,2018
4217,Geology,2018
4218,Chemistry,2018
4219,Optics,2018
4220,Chemistry,2018
4220,Materials Science,2018
4220,Physics,2018
4221,Chemistry,2018
4222,Engineering,2018
4222,Water Resources,2018
4223,Science & Technology - Other Topics,2018
4224,Water Resources,2018
4225,Energy & Fuels,2018
4226,Energy & Fuels,2018
4227,Energy & Fuels,2018
4228,Computer Science,2018
4229,Meteorology & Atmospheric Sciences,2018
4230,Physics,2018
4231,Telecommunications,2018
4232,Engineering,2018
4233,Mathematics,2018
4233,Science & Technology - Other Topics,2018
4234,Engineering,2018
4235,Business & Economics,2018
4236,Zoology,2018
4237,Mathematics,2018
4238,Mathematics,2018
4239,Mathematics,2018
4240,Engineering,2018
4241,Materials Science,2018
4242,Instruments & Instrumentation,2018
4243,Energy & Fuels,2018
4243,Engineering,2018
4244,Energy & Fuels,2018
4244,Engineering,2018
4245,Engineering,2018
4245,Telecommunications,2018
4245,Transportation,2018
4246,Computer Science,2018
4246,Engineering,2018
4247,Materials Science,2018
4247,Physics,2018
4248,Materials Science,2018
4248,Physics,2018
4249,Mathematics,2018
4250,Chemistry,2018
4251,Engineering,2018
4252,Engineering,2018
4253,Engineering,2018
4254,Energy & Fuels,2018
4255,Chemistry,2018
4256,Mathematics,2018
4257,Engineering,2018
4257,Mechanics,2018
4258,Energy & Fuels,2018
4258,Engineering,2018
4258,Geology,2018
4259,Geology,2018
4260,Chemistry,2018
4260,Physics,2018
4261,Energy & Fuels,2018
4261,Engineering,2018
4262,Chemistry,2018
4262,Nuclear Science & Technology,2018
4263,Science & Technology - Other Topics,2018
4264,Computer Science,2018
4264,Operations Research & Management Science,2018
4264,Mathematics,2018
4265,Energy & Fuels,2018
4266,Energy & Fuels,2018
4266,Materials Science,2018
4266,Physics,2018
4267,Energy & Fuels,2018
4267,Engineering,2018
4268,Engineering,2018
4269,Science & Technology - Other Topics,2018
4269,Materials Science,2018
4270,Computer Science,2018
4271,Engineering,2018
4272,Geology,2018
4273,Geology,2018
4274,Automation & Control Systems,2018
4275,Engineering,2018
4275,Science & Technology - Other Topics,2018
4275,Materials Science,2018
4275,Physics,2018
4276,Chemistry,2018
4277,Engineering,2018
4277,Public Administration,2018
4277,Urban Studies,2018
4278,Materials Science,2018
4278,Physics,2018
4279,Optics,2018
4280,Materials Science,2018
4280,Physics,2018
4281,Chemistry,2018
4281,Electrochemistry,2018
4281,Instruments & Instrumentation,2018
4282,Physics,2018
4283,Construction & Building Technology,2018
4283,Engineering,2018
4283,Materials Science,2018
4284,Engineering,2018
4285,Construction & Building Technology,2018
4285,Engineering,2018
4285,Materials Science,2018
4286,Chemistry,2018
4286,Science & Technology - Other Topics,2018
4286,Materials Science,2018
4287,Chemistry,2018
4288,Engineering,2018
4288,Polymer Science,2018
4289,Chemistry,2018
4290,Thermodynamics,2018
4290,Energy & Fuels,2018
4291,Chemistry,2018
4291,Crystallography,2018
4292,Science & Technology - Other Topics,2018
4293,Thermodynamics,2018
4293,Energy & Fuels,2018
4293,Mechanics,2018
4294,Engineering,2018
4295,Chemistry,2018
4296,Engineering,2018
4297,Science & Technology - Other Topics,2018
4298,Optics,2018
4298,Physics,2018
4299,Chemistry,2018
4299,Science & Technology - Other Topics,2018
4300,Science & Technology - Other Topics,2018
4300,Materials Science,2018
4300,Physics,2018
4301,Geology,2018
4302,Chemistry,2018
4302,Polymer Science,2018
4303,Energy & Fuels,2018
4304,Energy & Fuels,2018
4304,Engineering,2018
4305,Energy & Fuels,2018
4305,Engineering,2018
4306,Thermodynamics,2018
4306,Mechanics,2018
4307,Thermodynamics,2018
4307,Engineering,2018
4307,Mechanics,2018
4308,Business & Economics,2018
4309,Chemistry,2018
4309,Physics,2018
4310,Engineering,2018
4310,Polymer Science,2018
4311,Environmental Sciences & Ecology,2018
4311,Marine & Freshwater Biology,2018
4312,Engineering,2018
4313,Biochemistry & Molecular Biology,2018
4313,Biophysics,2018
4313,Chemistry,2018
4314,Science & Technology - Other Topics,2018
4314,Energy & Fuels,2018
4315,Science & Technology - Other Topics,2018
4315,Energy & Fuels,2018
4316,Science & Technology - Other Topics,2018
4316,Energy & Fuels,2018
4317,Science & Technology - Other Topics,2018
4317,Energy & Fuels,2018
4318,Geology,2018
4319,Chemistry,2018
4320,Engineering,2018
4320,Water Resources,2018
4321,Engineering,2018
4321,Water Resources,2018
4322,Science & Technology - Other Topics,2018
4323,Engineering,2018
4323,Water Resources,2018
4324,Social Issues,2018
4325,Engineering,2018
4325,Instruments & Instrumentation,2018
4326,Engineering,2018
4327,Engineering,2018
4328,Chemistry,2018
4328,Physics,2018
4329,Chemistry,2018
4329,Physics,2018
4330,Chemistry,2018
4330,Physics,2018
4331,Construction & Building Technology,2018
4331,Engineering,2018
4332,Energy & Fuels,2018
4332,Engineering,2018
4333,Energy & Fuels,2018
4333,Engineering,2018
4334,Chemistry,2018
4334,Physics,2018
4335,Geochemistry & Geophysics,2018
4336,Operations Research & Management Science,2018
4336,Mathematics,2018
4337,Energy & Fuels,2018
4337,Environmental Sciences & Ecology,2018
4338,Computer Science,2018
4338,Engineering,2018
4339,Thermodynamics,2018
4339,Energy & Fuels,2018
4340,Chemistry,2018
4340,Science & Technology - Other Topics,2018
4340,Engineering,2018
4341,Energy & Fuels,2018
4341,Engineering,2018
4342,Life Sciences & Biomedicine - Other Topics,2018
4342,Computer Science,2018
4343,Business & Economics,2018
4343,Psychology,2018
4344,Energy & Fuels,2018
4345,Mechanics,2018
4346,Metallurgy & Metallurgical Engineering,2018
4347,Engineering,2018
4347,Telecommunications,2018
4348,Biochemistry & Molecular Biology,2018
4348,Chemistry,2018
4348,Polymer Science,2018
4349,Mathematics,2018
4350,Materials Science,2018
4350,Metallurgy & Metallurgical Engineering,2018
4351,Engineering,2018
4351,Telecommunications,2018
4352,Computer Science,2018
4352,Geology,2018
4353,Geochemistry & Geophysics,2018
4354,Materials Science,2018
4354,Polymer Science,2018
4355,Engineering,2018
4355,Instruments & Instrumentation,2018
4356,Energy & Fuels,2018
4356,Nuclear Science & Technology,2018
4357,Energy & Fuels,2018
4357,Nuclear Science & Technology,2018
4358,Science & Technology - Other Topics,2018
4359,Energy & Fuels,2018
4359,Engineering,2018
4360,Chemistry,2018
4360,Science & Technology - Other Topics,2018
4360,Materials Science,2018
4360,Physics,2018
4361,Geochemistry & Geophysics,2018
4362,Science & Technology - Other Topics,2018
4362,Energy & Fuels,2018
4363,Thermodynamics,2018
4363,Chemistry,2018
4364,Engineering,2018
4364,Materials Science,2018
4365,Engineering,2018
4366,Chemistry,2018
4367,Mathematical & Computational Biology,2018
4368,Engineering,2018
4369,Psychology,2018
4370,Chemistry,2018
4370,Materials Science,2018
4371,Materials Science,2018
4372,Thermodynamics,2018
4372,Energy & Fuels,2018
4372,Engineering,2018
4372,Mechanics,2018
4373,Engineering,2018
4374,Geology,2018
4375,Science & Technology - Other Topics,2018
4375,Engineering,2018
4375,Environmental Sciences & Ecology,2018
4376,Chemistry,2018
4377,Energy & Fuels,2018
4377,Engineering,2018
4378,Thermodynamics,2018
4378,Energy & Fuels,2018
4378,Mechanics,2018
4379,Environmental Sciences & Ecology,2018
4380,Chemistry,2018
4380,Electrochemistry,2018
4380,Energy & Fuels,2018
4380,Materials Science,2018
4381,Energy & Fuels,2018
4382,Energy & Fuels,2018
4383,Thermodynamics,2018
4383,Energy & Fuels,2018
4383,Mechanics,2018
4384,Engineering,2018
4384,Water Resources,2018
4385,Chemistry,2018
4386,Mechanics,2018
4386,Materials Science,2018
4387,Engineering,2018
4387,Environmental Sciences & Ecology,2018
4388,Paleontology,2018
4389,Science & Technology - Other Topics,2018
4389,Materials Science,2018
4390,Engineering,2018
4391,Engineering,2018
4391,Telecommunications,2018
4392,Computer Science,2018
4393,Science & Technology - Other Topics,2018
4393,Energy & Fuels,2018
4393,Engineering,2018
4394,Engineering,2018
4395,Chemistry,2018
4395,Science & Technology - Other Topics,2018
4396,Thermodynamics,2018
4396,Energy & Fuels,2018
4396,Engineering,2018
4396,Mechanics,2018
4397,Engineering,2018
4398,Engineering,2018
4399,Engineering,2018
4400,Engineering,2018
4401,Engineering,2018
4402,Geochemistry & Geophysics,2018
4403,Chemistry,2018
4404,Energy & Fuels,2018
4404,Engineering,2018
4405,Computer Science,2018
4406,Engineering,2018
4407,Business & Economics,2018
4408,Science & Technology - Other Topics,2018
4408,Engineering,2018
4408,Physics,2018
4409,Science & Technology - Other Topics,2018
4409,Energy & Fuels,2018
4409,Engineering,2018
4410,Computer Science,2018
4410,Health Care Sciences & Services,2018
4410,Telecommunications,2018
4411,Computer Science,2018
4411,Telecommunications,2018
4412,Transportation,2018
4413,Engineering,2018
4414,Computer Science,2018
4414,Engineering,2018
4415,Computer Science,2018
4415,Engineering,2018
4416,Computer Science,2018
4416,Engineering,2018
4417,Computer Science,2018
4417,Engineering,2018
4418,Computer Science,2018
4418,Engineering,2018
4419,Computer Science,2018
4419,Engineering,2018
4420,Computer Science,2018
4420,Engineering,2018
4421,Computer Science,2018
4421,Engineering,2018
4422,Computer Science,2018
4422,Engineering,2018
4423,Computer Science,2018
4423,Engineering,2018
4424,Computer Science,2018
4424,Engineering,2018
4425,Computer Science,2018
4425,Engineering,2018
4426,Computer Science,2018
4426,Engineering,2018
4427,Computer Science,2018
4427,Engineering,2018
4428,Computer Science,2018
4428,Engineering,2018
4429,Computer Science,2018
4429,Engineering,2018
4430,Computer Science,2018
4430,Engineering,2018
4431,Computer Science,2018
4431,Engineering,2018
4432,Computer Science,2018
4432,Engineering,2018
4433,Computer Science,2018
4433,Engineering,2018
4434,Computer Science,2018
4434,Engineering,2018
4435,Computer Science,2018
4435,Engineering,2018
4436,Computer Science,2018
4436,Engineering,2018
4437,Computer Science,2018
4437,Engineering,2018
4438,Computer Science,2018
4438,Engineering,2018
4439,Computer Science,2018
4439,Engineering,2018
4440,Computer Science,2018
4440,Engineering,2018
4441,Computer Science,2018
4441,Engineering,2018
4442,Computer Science,2018
4442,Engineering,2018
4443,Computer Science,2018
4443,Engineering,2018
4444,Computer Science,2018
4444,Engineering,2018
4445,Computer Science,2018
4445,Engineering,2018
4446,Computer Science,2018
4446,Engineering,2018
4447,Computer Science,2018
4447,Engineering,2018
4448,Computer Science,2018
4448,Engineering,2018
4449,Computer Science,2018
4449,Engineering,2018
4450,Computer Science,2018
4450,Engineering,2018
4451,Computer Science,2018
4451,Engineering,2018
4452,Computer Science,2018
4452,Engineering,2018
4453,Automation & Control Systems,2018
4453,Computer Science,2018
4453,Engineering,2018
4454,Automation & Control Systems,2018
4454,Engineering,2018
4455,Computer Science,2018
4455,Engineering,2018
4455,Telecommunications,2018
4456,Computer Science,2018
4456,Engineering,2018
4456,Telecommunications,2018
4457,Engineering,2018
4457,Telecommunications,2018
4458,Engineering,2018
4458,Telecommunications,2018
4459,Engineering,2018
4459,Telecommunications,2018
4460,Engineering,2018
4460,Telecommunications,2018
4461,Engineering,2018
4461,Telecommunications,2018
4462,Engineering,2018
4462,Telecommunications,2018
4463,Mathematics,2018
4463,Physics,2018
4464,Education & Educational Research,2018
4464,Government & Law,2018
4465,Paleontology,2018
4466,Paleontology,2018
4467,Paleontology,2018
4468,Paleontology,2018
4469,Paleontology,2018
4470,Engineering,2018
4470,Telecommunications,2018
4471,Engineering,2018
4471,Telecommunications,2018
4472,Engineering,2018
4472,Telecommunications,2018
4473,Computer Science,2018
4473,Engineering,2018
4474,Computer Science,2018
4474,Engineering,2018
4475,Computer Science,2018
4475,Engineering,2018
4476,Engineering,2018
4476,Science & Technology - Other Topics,2018
4477,Mathematics,2018
4478,Mathematics,2018
4479,Computer Science,2018
4480,Optics,2018
4480,Telecommunications,2018
4481,Optics,2018
4481,Telecommunications,2018
4482,Engineering,2018
4483,Engineering,2018
4484,Engineering,2018
4485,Engineering,2018
4486,Engineering,2018
4487,Engineering,2018
4488,Engineering,2018
4489,Engineering,2018
4490,Engineering,2018
4491,Engineering,2018
4492,Engineering,2018
4493,Engineering,2018
4494,Engineering,2018
4495,Engineering,2018
4496,Engineering,2018
4497,Engineering,2018
4497,Telecommunications,2018
4498,Engineering,2018
4498,Telecommunications,2018
4499,Engineering,2018
4499,Telecommunications,2018
4500,Engineering,2018
4500,Telecommunications,2018
4501,Engineering,2018
4501,Telecommunications,2018
4502,Engineering,2018
4502,Telecommunications,2018
4503,Engineering,2018
4503,Telecommunications,2018
4504,Engineering,2018
4504,Telecommunications,2018
4505,Engineering,2018
4505,Telecommunications,2018
4506,Engineering,2018
4506,Telecommunications,2018
4507,Computer Science,2018
4507,Engineering,2018
4508,Computer Science,2018
4508,Engineering,2018
4509,Computer Science,2018
4510,Mathematics,2018
4511,Computer Science,2018
4512,Computer Science,2018
4513,Computer Science,2018
4513,Engineering,2018
4514,Energy & Fuels,2018
4514,Engineering,2018
4515,Energy & Fuels,2018
4515,Engineering,2018
4516,Engineering,2018
4517,Automation & Control Systems,2018
4517,Engineering,2018
4518,Engineering,2018
4518,Telecommunications,2018
4519,Computer Science,2018
4520,Computer Science,2018
4521,Energy & Fuels,2018
4521,Engineering,2018
4522,Computer Science,2018
4523,Engineering,2018
4523,Telecommunications,2018
4524,Biotechnology & Applied Microbiology,2018
4524,Engineering,2018
4524,Materials Science,2018
4525,Mathematics,2018
4526,Computer Science,2018
4526,Engineering,2018
4527,Computer Science,2018
4527,Engineering,2018
4528,Computer Science,2018
4528,Telecommunications,2018
4529,Engineering,2018
4530,Energy & Fuels,2018
4530,Engineering,2018
4531,Energy & Fuels,2018
4531,Engineering,2018
4532,Energy & Fuels,2018
4532,Engineering,2018
4533,Energy & Fuels,2018
4533,Engineering,2018
4534,Energy & Fuels,2018
4534,Engineering,2018
4535,Engineering,2018
4536,Computer Science,2018
4536,Engineering,2018
4536,Telecommunications,2018
4537,Computer Science,2018
4537,Engineering,2018
4537,Telecommunications,2018
4538,Computer Science,2018
4539,Mathematics,2018
4540,Engineering,2018
4541,Engineering,2018
4542,Computer Science,2018
4543,Computer Science,2018
4543,Engineering,2018
4543,Telecommunications,2018
4544,Communication,2018
4545,Engineering,2018
4546,Computer Science,2018
4546,Engineering,2018
4546,Telecommunications,2018
4547,Computer Science,2018
4547,Engineering,2018
4548,Computer Science,2018
4548,Engineering,2018
4549,Computer Science,2018
4549,Engineering,2018
4550,Computer Science,2018
4550,Engineering,2018
4551,Automation & Control Systems,2018
4551,Engineering,2018
4552,Geology,2018
4553,Materials Science,2018
4554,Engineering,2018
4555,Computer Science,2018
4555,Engineering,2018
4555,Telecommunications,2018
4556,Materials Science,2018
4557,Mathematics,2018
4558,Astronomy & Astrophysics,2018
4558,Physics,2018
4559,Engineering,2018
4560,Energy & Fuels,2018
4560,Engineering,2018
4561,Construction & Building Technology,2018
4561,Engineering,2018
4562,Computer Science,2018
4562,Engineering,2018
4563,Energy & Fuels,2018
4563,Engineering,2018
4564,Mechanics,2018
4565,Science & Technology - Other Topics,2018
4566,Metallurgy & Metallurgical Engineering,2018
4567,Engineering,2018
4568,Engineering,2018
4569,Biotechnology & Applied Microbiology,2018
4569,Science & Technology - Other Topics,2018
4569,Materials Science,2018
4570,Geochemistry & Geophysics,2018
4570,Geology,2018
4571,Geology,2018
4572,Computer Science,2018
4572,Engineering,2018
4572,Telecommunications,2018
4573,Computer Science,2018
4573,Engineering,2018
4573,Telecommunications,2018
4574,Computer Science,2018
4574,Engineering,2018
4574,Telecommunications,2018
4575,Mathematics,2018
4576,Thermodynamics,2018
4576,Energy & Fuels,2018
4577,Environmental Sciences & Ecology,2018
4578,Business & Economics,2018
4579,Automation & Control Systems,2018
4579,Computer Science,2018
4579,Operations Research & Management Science,2018
4580,Engineering,2018
4580,Materials Science,2018
4580,Mechanics,2018
4581,Engineering,2018
4581,Materials Science,2018
4581,Mechanics,2018
4582,Engineering,2018
4582,Materials Science,2018
4582,Mechanics,2018
4583,Engineering,2018
4583,Transportation,2018
4584,Information Science & Library Science,2018
4585,Computer Science,2018
4586,Chemistry,2018
4586,Physics,2018
4587,Chemistry,2018
4587,Physics,2018
4588,Chemistry,2018
4588,Physics,2018
4589,Chemistry,2018
4589,Physics,2018
4590,Mathematics,2018
4591,Engineering,2018
4591,Polymer Science,2018
4592,Thermodynamics,2018
4592,Engineering,2018
4592,Mechanics,2018
4593,Electrochemistry,2018
4593,Materials Science,2018
4594,Engineering,2018
4595,Science & Technology - Other Topics,2018
4595,Optics,2018
4595,Physics,2018
4596,Remote Sensing,2018
4596,Optics,2018
4597,Optics,2018
4597,Physics,2018
4598,Operations Research & Management Science,2018
4598,Mathematics,2018
4599,Polymer Science,2018
4600,Engineering,2018
4601,Engineering,2018
4601,Materials Science,2018
4602,Engineering,2018
4603,Science & Technology - Other Topics,2018
4603,Energy & Fuels,2018
4604,Chemistry,2018
4605,Chemistry,2018
4606,Chemistry,2018
4607,Chemistry,2018
4608,Chemistry,2018
4609,Geology,2018
4610,Chemistry,2018
4610,Electrochemistry,2018
4610,Instruments & Instrumentation,2018
4611,Energy & Fuels,2018
4612,Energy & Fuels,2018
4612,Materials Science,2018
4612,Physics,2018
4613,Materials Science,2018
4613,Physics,2018
4614,Electrochemistry,2018
4614,Metallurgy & Metallurgical Engineering,2018
4614,Materials Science,2018
4615,Optics,2018
4615,Imaging Science & Photographic Technology,2018
4616,Mechanics,2018
4617,Mathematics,2018
4618,Chemistry,2018
4619,Thermodynamics,2018
4620,Engineering,2018
4621,Computer Science,2018
4621,Engineering,2018
4621,Telecommunications,2018
4622,Thermodynamics,2018
4622,Energy & Fuels,2018
4623,Thermodynamics,2018
4623,Energy & Fuels,2018
4624,Science & Technology - Other Topics,2018
4624,Materials Science,2018
4624,Physics,2018
4625,Chemistry,2018
4626,Chemistry,2018
4627,Biochemistry & Molecular Biology,2018
4627,Chemistry,2018
4628,Computer Science,2018
4628,Engineering,2018
4628,Telecommunications,2018
4629,Engineering,2018
4630,Mathematics,2018
4631,Mathematics,2018
4632,Physics,2018
4633,Computer Science,2018
4633,Engineering,2018
4633,Telecommunications,2018
4634,Construction & Building Technology,2018
4635,Engineering,2018
4635,Telecommunications,2018
4636,Acoustics,2018
4636,Engineering,2018
4637,Business & Economics,2018
4638,Engineering,2018
4638,Telecommunications,2018
4639,Mathematics,2018
4640,Engineering,2018
4641,Engineering,2018
4642,Telecommunications,2018
4643,Materials Science,2018
4644,Biochemistry & Molecular Biology,2018
4644,Biotechnology & Applied Microbiology,2018
4644,Genetics & Heredity,2018
4645,Automation & Control Systems,2018
4645,Computer Science,2018
4645,Operations Research & Management Science,2018
4646,Materials Science,2018
4646,Optics,2018
4647,Polymer Science,2018
4648,Engineering,2018
4649,Energy & Fuels,2018
4649,Engineering,2018
4650,Business & Economics,2018
4651,Automation & Control Systems,2018
4651,Computer Science,2018
4651,Operations Research & Management Science,2018
4652,Mathematics,2018
4653,Mathematics,2018
4654,Mathematics,2018
4655,Mathematics,2018
4656,Mathematics,2018
4657,Materials Science,2018
4658,Meteorology & Atmospheric Sciences,2018
4659,Fisheries,2018
4659,Marine & Freshwater Biology,2018
4659,Oceanography,2018
4660,Computer Science,2018
4660,Engineering,2018
4660,Telecommunications,2018
4661,Engineering,2018
4661,Optics,2018
4661,Physics,2018
4662,Mathematics,2018
4663,Engineering,2018
4664,Electrochemistry,2018
4664,Materials Science,2018
4665,Business & Economics,2018
4666,Mathematics,2018
4667,Mathematics,2018
4668,Mathematics,2018
4669,Mathematics,2018
0,Computer Science,2019
0,Engineering,2019
0,Telecommunications,2019
1,Engineering,2019
2,Engineering,2019
3,Engineering,2019
4,Transportation,2019
5,Computer Science,2019
5,Telecommunications,2019
6,Engineering,2019
6,Water Resources,2019
7,Computer Science,2019
7,Engineering,2019
8,Engineering,2019
8,Optics,2019
8,Physics,2019
9,Computer Science,2019
9,Engineering,2019
9,Telecommunications,2019
10,Computer Science,2019
10,Engineering,2019
10,Telecommunications,2019
11,Computer Science,2019
11,Engineering,2019
11,Telecommunications,2019
12,Computer Science,2019
12,Engineering,2019
12,Telecommunications,2019
13,Thermodynamics,2019
13,Energy & Fuels,2019
14,Engineering,2019
14,Telecommunications,2019
15,Engineering,2019
15,Telecommunications,2019
16,Engineering,2019
16,Telecommunications,2019
17,Engineering,2019
17,Telecommunications,2019
18,Computer Science,2019
18,Engineering,2019
18,Telecommunications,2019
19,Computer Science,2019
19,Engineering,2019
19,Telecommunications,2019
20,Materials Science,2019
20,Optics,2019
21,Environmental Sciences & Ecology,2019
22,Psychology,2019
23,Computer Science,2019
23,Engineering,2019
23,Telecommunications,2019
24,Computer Science,2019
24,Engineering,2019
24,Telecommunications,2019
25,Paleontology,2019
26,Paleontology,2019
27,Paleontology,2019
28,Computer Science,2019
28,Engineering,2019
28,Telecommunications,2019
29,Computer Science,2019
29,Engineering,2019
29,Telecommunications,2019
30,Computer Science,2019
30,Engineering,2019
30,Telecommunications,2019
31,Pharmacology & Pharmacy,2019
32,Pharmacology & Pharmacy,2019
33,Mathematics,2019
34,Engineering,2019
35,Engineering,2019
36,Geology,2019
36,Paleontology,2019
37,Geology,2019
37,Paleontology,2019
38,Optics,2019
39,Computer Science,2019
40,Thermodynamics,2019
41,Computer Science,2019
41,Engineering,2019
41,Telecommunications,2019
42,Computer Science,2019
42,Engineering,2019
42,Telecommunications,2019
43,Social Sciences - Other Topics,2019
44,Computer Science,2019
44,Engineering,2019
44,Telecommunications,2019
45,Computer Science,2019
45,Engineering,2019
45,Telecommunications,2019
46,Mathematics,2019
47,Energy & Fuels,2019
48,Science & Technology - Other Topics,2019
48,Materials Science,2019
48,Physics,2019
49,Mathematics,2019
50,Computer Science,2019
50,Engineering,2019
50,Telecommunications,2019
51,Mathematics,2019
52,Computer Science,2019
52,Engineering,2019
53,Energy & Fuels,2019
53,Engineering,2019
54,Psychology,2019
55,Geography,2019
56,Computer Science,2019
56,Engineering,2019
56,Telecommunications,2019
57,Computer Science,2019
57,Engineering,2019
57,Telecommunications,2019
58,Chemistry,2019
59,Engineering,2019
60,Mathematics,2019
61,Computer Science,2019
61,Engineering,2019
61,Telecommunications,2019
62,Pharmacology & Pharmacy,2019
63,Pharmacology & Pharmacy,2019
64,Materials Science,2019
64,Metallurgy & Metallurgical Engineering,2019
65,Engineering,2019
66,Engineering,2019
66,Mechanics,2019
67,Engineering,2019
67,Operations Research & Management Science,2019
68,Engineering,2019
68,Operations Research & Management Science,2019
69,Engineering,2019
69,Operations Research & Management Science,2019
70,Engineering,2019
70,Operations Research & Management Science,2019
71,Engineering,2019
71,Operations Research & Management Science,2019
72,Engineering,2019
72,Operations Research & Management Science,2019
73,Pharmacology & Pharmacy,2019
74,Computer Science,2019
74,Engineering,2019
74,Telecommunications,2019
75,Geochemistry & Geophysics,2019
75,Geology,2019
76,Thermodynamics,2019
76,Energy & Fuels,2019
77,Engineering,2019
77,Materials Science,2019
78,Geochemistry & Geophysics,2019
79,Computer Science,2019
79,Engineering,2019
79,Telecommunications,2019
80,Engineering,2019
81,Science & Technology - Other Topics,2019
81,Materials Science,2019
81,Physics,2019
82,Mathematics,2019
83,Computer Science,2019
83,Engineering,2019
83,Telecommunications,2019
84,Computer Science,2019
84,Engineering,2019
84,Telecommunications,2019
85,Computer Science,2019
85,Engineering,2019
85,Telecommunications,2019
86,Computer Science,2019
86,Engineering,2019
86,Telecommunications,2019
87,Computer Science,2019
87,Engineering,2019
87,Telecommunications,2019
88,Psychology,2019
88,Psychiatry,2019
89,Engineering,2019
90,Engineering,2019
91,Computer Science,2019
92,Computer Science,2019
93,Optics,2019
94,Engineering,2019
95,Chemistry,2019
96,Thermodynamics,2019
97,Mathematics,2019
98,Computer Science,2019
99,Mathematics,2019
100,Mathematics,2019
101,Thermodynamics,2019
102,Computer Science,2019
102,Engineering,2019
102,Telecommunications,2019
103,Engineering,2019
104,Paleontology,2019
105,Mathematics,2019
105,Physics,2019
106,Computer Science,2019
106,Engineering,2019
107,Energy & Fuels,2019
108,Computer Science,2019
108,Telecommunications,2019
109,Science & Technology - Other Topics,2019
110,Computer Science,2019
110,Engineering,2019
110,Telecommunications,2019
111,Computer Science,2019
111,Education & Educational Research,2019
111,Engineering,2019
112,Chemistry,2019
113,Science & Technology - Other Topics,2019
113,Materials Science,2019
114,Thermodynamics,2019
114,Chemistry,2019
115,Engineering,2019
115,Water Resources,2019
116,Engineering,2019
116,Environmental Sciences & Ecology,2019
116,Meteorology & Atmospheric Sciences,2019
117,Chemistry,2019
117,Energy & Fuels,2019
117,Materials Science,2019
118,Chemistry,2019
118,Energy & Fuels,2019
118,Materials Science,2019
119,Geochemistry & Geophysics,2019
120,Computer Science,2019
120,Engineering,2019
120,Telecommunications,2019
121,Engineering,2019
121,Materials Science,2019
121,Physics,2019
122,Engineering,2019
122,Materials Science,2019
122,Physics,2019
123,Chemistry,2019
123,Physics,2019
124,Chemistry,2019
124,Physics,2019
125,Chemistry,2019
125,Physics,2019
126,Chemistry,2019
126,Physics,2019
127,Mathematics,2019
128,Geochemistry & Geophysics,2019
129,Engineering,2019
130,Science & Technology - Other Topics,2019
131,Science & Technology - Other Topics,2019
132,Science & Technology - Other Topics,2019
133,Science & Technology - Other Topics,2019
134,Science & Technology - Other Topics,2019
135,Acoustics,2019
135,Audiology & Speech-Language Pathology,2019
136,Computer Science,2019
136,Engineering,2019
136,Telecommunications,2019
137,Chemistry,2019
137,Electrochemistry,2019
138,Materials Science,2019
139,Energy & Fuels,2019
139,Engineering,2019
140,Chemistry,2019
141,Geology,2019
141,Oceanography,2019
142,Mathematics,2019
142,Science & Technology - Other Topics,2019
143,Operations Research & Management Science,2019
143,Mathematics,2019
144,Computer Science,2019
145,Telecommunications,2019
146,Construction & Building Technology,2019
146,Engineering,2019
146,Mechanics,2019
147,Construction & Building Technology,2019
147,Engineering,2019
147,Mechanics,2019
148,Science & Technology - Other Topics,2019
148,Materials Science,2019
149,Materials Science,2019
149,Optics,2019
150,Materials Science,2019
150,Metallurgy & Metallurgical Engineering,2019
151,Computer Science,2019
152,Biotechnology & Applied Microbiology,2019
152,Engineering,2019
153,Thermodynamics,2019
153,Chemistry,2019
153,Engineering,2019
154,Thermodynamics,2019
154,Engineering,2019
155,Psychology,2019
155,Science & Technology - Other Topics,2019
155,Neurosciences & Neurology,2019
156,Geology,2019
157,Chemistry,2019
157,Physics,2019
158,Engineering,2019
159,Computer Science,2019
159,Engineering,2019
160,Electrochemistry,2019
161,Environmental Sciences & Ecology,2019
162,Chemistry,2019
163,Geology,2019
164,Energy & Fuels,2019
164,Nuclear Science & Technology,2019
165,Energy & Fuels,2019
165,Nuclear Science & Technology,2019
166,Materials Science,2019
167,Materials Science,2019
168,Thermodynamics,2019
168,Engineering,2019
169,Engineering,2019
169,Science & Technology - Other Topics,2019
169,Instruments & Instrumentation,2019
169,Physics,2019
170,Energy & Fuels,2019
170,Engineering,2019
171,Energy & Fuels,2019
171,Engineering,2019
172,Neurosciences & Neurology,2019
173,Chemistry,2019
174,Chemistry,2019
175,Chemistry,2019
175,Science & Technology - Other Topics,2019
175,Materials Science,2019
176,Construction & Building Technology,2019
176,Science & Technology - Other Topics,2019
176,Energy & Fuels,2019
177,Crystallography,2019
178,Science & Technology - Other Topics,2019
178,Engineering,2019
178,Environmental Sciences & Ecology,2019
179,Chemistry,2019
180,Mathematics,2019
500,Thermodynamics,2019
500,Engineering,2019
501,Biodiversity & Conservation,2019
501,Environmental Sciences & Ecology,2019
502,Mechanics,2019
503,Geology,2019
503,Mining & Mineral Processing,2019
504,Mathematics,2019
